"Both these functions are passing in a pixel px and we are comparing them to ""another pixel"" e.g. ""@param px The pixel being compared with this"", but I'm unsure as to what this other pixel is??

Is this a pixel that would be declared outside of the function? To test this function, would we declare this pixel outside of the method call for dist/equals?","The only test in MyPixelTest that's failing is my getComponents test. In my function, I'm using the Arrays.copyof() function in order to not break encapsulation. 

I'm just really confused why my test is failing because I'm just using AssertTrue and then comparing the pixel's get components method to what my array is supposed to look like (using the .equals method)."
Are we allowed to create private fields in the pixel class?,Can we add fields to the Pixel file?
"When I run my JUnit tests for MyPixelTest, only the original ""testConstructInBounds()"" shows up. Like the runs show 1/1 instead of all the tests I've written. Is there something I should configure?","
what does this error mean? my JUnit tests run and pass for MyPixelTest, and I have MyTest in the same directory as MyPixelTest and I have updated the path at the top of MyPixelTest to find the test images."
"Can we use the Arrays library to use methods like the one below?
Arrays.copyOfRange()
",Will we need to use all of the constructors/methods in ColorMap(); for reducePalette?
"If a pixel p is already present in the map and i call map.put(p, 1), will the int value associated with p increment to 2? I'm not sure how the int value you pass in to the function affects the map.","The directions state:

If alpha is 0.5, the weightedAverage is the same as the average     * of the two numbers. If alpha is 1.0, then x is     * returned. Likewise, if it is 0.0, than the result is y

Do we need to do anything other than this? The function had a return statement already written before implementation."
"For the code that says ""// if an array has more than 3 entries..."", 
Would this work in ignoring the 4th, 5th, etc. values? Or is the problem slightly more complex Than that and requires a for loop?  Just want to make sure before I move on and finish the other functions and write the test. 
","For tests can we write tests that have a bunch of assertEquals statements like in the example test given where it looked at getRed, getBlue, and getGreen, or should each test only look at exactly one thing?

For example, I wrote a new test for each fxn, but like my test for getRed has 3 assertEquals jawns that check make sure it returns values in [0,255] if it's out of bounds on either side, and return the normal value if it's in bounds. "
"In order to hit every pixel in the box  I think I have to relate the two for loops to each other. Is something like this sensible:

for (int j = 1; j &lt;= radius; j++)
    	{ 
    		for (int i = 1; i &lt;= j ; i++)
    		{    			
	    		if (x-i &gt;= 0)
	    		{
	    			Pixel a = src[x-i][y];
	    			if (component == 0)
	    			{
	    			tempColor = a.getRed();
	    			}
	    			if (component == 1)
	    			{
	    			tempColor = a.getGreen();
	    			}
	    			if (component == 2)
	    			{
	    			tempColor = a.getBlue();
	    			}
	    			componentTotal += tempColor;
	    			count++;   			
	    		}
and I have 8 blocks for the possibilities for 
Pixel a = src[x-i][y]
Namely:
x-i , y
x+i, y
x , y-i
x, y+i
x-i , y-i
x+i , y-i
x-i , y+i
x+i , y-i


This current version isn't passing the Junit test.","My contrast is failing all of the tests in submission, but I feel like my calculations are correct? Is there any insight you can provide?
int avg = sum / (w * h * 3);for (int r = 0; r &lt; w; r++) {
			for (int c = 0; c &lt; h; c++) {
				tPix = src[r][c];
				newR = (int) ((tPix.getRed() - avg) * multiplier + tPix.getRed());
				newG = (int) ((tPix.getGreen() - avg) * multiplier + tPix.getGreen());
				newB = (int) ((tPix.getBlue() - avg) * multiplier + tPix.getBlue());
				tgt[r][c] = new Pixel(newR, newG, newB);
			}
		}
"
"If we choose to implement pixel as an array of length 3, how do we make it immutable? Can we declare it as a final int array or would this not work??",Do we have to use Pixel arrays or can we write our code using 2D int arrays and set them equal to Pixel arrays at the end of our methods?
"I get this error when I am submitting my zip file. It also says ERROR: compilation failed. Do you know what is wrong with my code?
src/ManipulateTest.java:19: error: duplicate class: ManipulateTest
public class ManipulateTest {
       ^
1 error

","Help, I'm trying to submit and I get this error. What does it mean?

src/ManipulateTest.java:19: error: duplicate class: ManipulateTest
public class ManipulateTest {
       ^
1 error
I've checked my zip file and there is in fact only one copy of ManipulateTest."
"When I try to implement the Arrays.copyOf() mentioned in the FAQ, I get the error: ""Arrays cannot be resolved."" Should I import Arrays?","When I try to return a picture of a modified array, I use return PixelPicture (modifiedArray). (In AdvanceManipulations class) However, the compiler gives me an error that PixelPicture is not defined for the given class. Is there some other function that I am supposed to use?"
"When I submitted, it says that I failed the PixelComponentCornerCases test. What does that mean?
","I got an error from PixelTest after submission- what could ""PixelComponentRnegarr"" be referring to?"
