Should we be using a helper function or an extra variable to do tree_max? Or can we do it without any extra stuff?,"when writing the functions in listSet, are we allowed to use functions that come later in the code as helper functions in order to ""short-circuit"" or does OCaml not allow for this?"
"I was wondering how to make a set in order to test the functions for sets. In one of the given tests, set_of_list was used. Should we be creating all of our sets with this function in our test cases? ","Is there anyway to instantiate/create a set besides doing set_of_list on a list, i.e. if we want set {1, 2, 3} we do set_of_list [1; 2; 3]?

Is this even the correct way to do this when we want to create sets to test the functions in the set interface?"
Why do the tests provided have an error 'unbound value run_test' ?,run_test or run_failing_test produce an error that says unbound value for all my test cases.
A previous post said that we should not need to use helper functions to implement set_of_list. How are we supposed to remove duplicates and sort the list without helpers? Any hints would be appreciated. ,How can we make transform work on part of the tuple in a tuple list? I was thinking of writing a helper function but there must be a more efficient way. Can I have some hint on this? Thank you!!
"Appending tuple to tuple list

I'm trying to append a tuple to the end of ""assoc_list"" in one of my test cases as follows:
let assoc_list2 = assoc_list @ (110, ""C"") in
but it's giving me the error:
Error: This expression has type 'a * 'b
       but an expression was expected of type (int * string) list
Why's this a problem?
","I'm getting this error when I try to transform texts_as_lists using set_of_list as the function:

This expression has type (string * string list) list but an expression was expected of type 'a list list Type string * string list is not compatible with type 'a list

Do generics not work with tuples?"
"Is it okay to make a helper function for list_of_set on an ordered list? I'm using fold for the function and within the combine function input I use a find_min helper function on the x and acc values . 

On my first submission I failed a test related to efficiency for this function, but I'm not sure if it was the inefficiency in my helper function or the fact that I called a helper function. ","I had created a size helper function in tree.ml 
When I tried to use it in treeSet.ml, so as to not repeat code, it did not work (resulting in an infinite loop). Is this because the function was not listed in tree.mli? And if I were to change tree.mli would that mess up the automatic grader?"
"When I build and run SetTest, the other test cases I wrote do not appear under ""Running tests for OLSet / BSTSet"". I have already tried cleaning the project and rebuilding it. Why is this?","When I run Vocab, only tests from higherorder and set are shown, nothing printed in Vocab.ml is shown. How do I resolve this?"
"Can we use set_of_list of listSet in treeSet? If so, what is the syntax calling the function?","For Q7, can we just straight up call functions written in previous questions?For example for list_of_set can we just call inorder? It's the same function"
"I try to test the functions in listset by running settest
but  when I run set test and scroll up to see all the results,
it somehow shows the test results of the tests in higherorder file, 
plus ""Running: equals: different structured trees ...
Test error: `equals: different structured trees` reported `BSTSet.equals: unimplemented`""

Am I doing anything wrong?",When I try to run SetTest it shows all my tests from higherOrder.ml and tree.ml passing but does not show any of my tests from the setTest.ml file. It also ends with a Test Error from BSTSet.equals being unimplemented.
"let rec assoc (key: 'k) (l: ('k * 'v) list) : 'v =
  begin match l with
  | [] -&gt; failwith ""key not found""
  | ((k, v)::rest) -&gt; if key = k then v else assoc key rest
  end
I'm having an error here and not sure what it is. It says unbound value run_test. Checked other piazza posts and can't seem to fix it. When I try to run it I get :
Running: assoc: key found ...Test error: `assoc: key found` reported `HigherOrder.assoc: not implemented`ocamlbuild -lib graphics higherOrder.nativeFinished, 9 targets (6 cached) in 00:00:00../higherOrder.native

This is in higherOrder.ml

Thanks!","let rec transform (f: 'a -&gt; 'b) (l: 'a list) : 'b list =
  begin match l with
  | [] -&gt; []
  | x :: xs -&gt; f x :: transform f xs
  end

let rec texts_as_sets (s: (string * string list) list) : 
        (string * string set) list = 
        begin match s with 
        | [] -&gt; []
        | (x, y) :: xs -&gt; (x, set_of_list y) :: texts_as_sets xs 
        end
Hello! 

I was trying to write the texts_as_sets function that I wrote above using transform, but couldn't figure out how to apply a function only to the 2nd value of the tuple (as in when I pass in (x,y), I want to only apply set_of_list to y). Is there any way I can do that in the transform syntax? "
