"I read through task 2, and I remember that I have to override Equals at some point to test for more than just referential equality. Reading through the different collections, it says that for TreeMap and TreeSet, ""the ordering maintained by a tree map/set, like any sorted mapset, and whether or not an explicit comparator is provided, must be consistent with equals if this sorted map/set is to correctly implement the Map/Set interface."" Does this mean that once I override the equals method, these two collections will not work the way they are supposed to? 
Also, are all three collections possible to work with, or is there a right or ""better"" answer?","Hi,
Can I defined channel as an object of a tuple of a User (as an object) and TreeMap? Or does channel itself has to be one of the three data structures in the instruction?"
What is this JUnit test supposed to be testing? It's the only one I am failing in the ChannelsMessagesTest module.,"What is testDeregisterSendsDisconnectedWhereMember doing exactly?

It is the one test in the ChannelsMessagesTest that I'm failing"
"when creating a channel, does the owner of that new channel already exist as a regular user or do we have to create a new user that is the owner? ","When we create a new channel, must we also create a new user or are we assuming that an already existing user is trying to create a channel?"
"I am passing all the tests in ConnectionNicknamesTest except for the following one, which I am failing. I can not find the bug. I do not see anything wrong with my getUserID() function below.

java.lang.AssertionError: User0 has ID 1 expected:&lt;1&gt; but was:&lt;-1&gt; at ConnectionNicknamesTest.testNickCollisionOnConnect(ConnectionNicknamesTest.java:127)



public int getUserId(String nickname) {
     Iterator&lt;User&gt; itr = users.values().iterator();
     
     while (itr.hasNext()) {
         User next = itr.next();
        if (next.getNickname() == nickname) {
            return next.getId();
        }
     }
     return -1;
}
","I'm at the end of task 4 and I'm not passing any of the tests in ChannelMessagesTest
with each test having the error

java.lang.ClassCastException: Channel cannot be cast to java.lang.String
after a lengthy trace through.

My current compareTo in Channel is this

public int compareTo(String otherChannelName)
	{
	int comparison = channelName.compareTo(otherChannelName)	
	return comparison;
	}
Where ""channelName"" is my private String field. Why is this incorrect?"
"How do I use clone() on Set? Im using the TreeSet collection

When I try to do this I get: 

The method clone() is undefined for the type Set&lt;Person&gt;","I made a channel class that uses a treemap structure but when I try to use .get(key) and .keySet() for .getUserId(String nickname) and .getRegisteredUsers(), I get the error this method is not defined for ServerModel.Channel- how do I rectify this?"
Can the owner of a channel kick themselves out?,Can the owner of a channel kick themselves out?
"For my function, changeNickname() I have three parameters: old nickname, new nickname, and the user ID.
Am I responsible for taking care of the case where the old nickname entered (in the test case) is not the actual nickname associated with the user ID? If it is incorrect, should I still change it to the new nickname or throw some exceptions?

Should I get rid of the old nickname parameter entirely?

","Is there supposed to be something stopping me from passing the incorrect nickname (constructor parameter 2). 
The nickname of sender is supposed to be ""User0"". 
Do I have to do something to check for this? 
Or, do I just assume that it will be passed in correctly. 
"
"I'm double clicking on the jar file times as instructed. I am not running the ServerMain.java again. However, if I already have a chat client open, I can't open a second one. I believe another student had this issue too, but it was not resolved.","I am having trouble finding the menu option referred to in the instructions that opens multiple instances of the client. I have tried redouble-clicking the jar file, and that hasn't worked. The FAQ gave me the same advice. Where can I find this menu the instructions refer to?"
"I've read through tasks 1 and 2 repeatedly and don't understand what I'm supposed to be implementing. #1 on the FAQ says ""understand the problem"" by reading through the materials. I've read everything and still don't understand. 

What does ""modeling the server state"" mean? What am I supposed to be initializing under ServerModel()?

Where are channels? They aren't listed anywhere in the code?

Am I supposed to choose just one of the Java collections for the server model?

Additionally Task 1 says ""Your job will be to implement the updateServerModel method for each concrete subclass of Command, allowing the server to process commands sent by its clients.""

Am I supposed to do that before moving on to Task 2? Or does that come after other steps?

These instructions are too vague.","I'm passing every test that was provided to us in all the files (green bars when I run the file tests), and every custom test I made. Yet when I turn in my homework, half of the tests are failing...Does this make sense? I don't even know where to look...

My zipped project includes:
Command.java
ServerModel.java
ServerModelTest.java
PLAN.txt
Channel.java (custom class)
Client.java (custom class)"
"My createChannel test is failing with the following error even though I have written a compareTo method for my channel class:
java.lang.ClassCastException: Channel cannot be cast to java.lang.Comparable
This is my code inside the channel class: 
public int compareTo (Channel other) {		int comparison = (this.channelName).compareTo(other.getName());		return comparison;	}	

where channelName is a private field which is just the string name of a channel and the getName method also returns the same thing. I don't understand why it still says that it can not be cast into Comparable
","I have written code for Task 2,3 and 4 but they all test due to comparable in my users class. I have tried to figure this out but I can't find why this errror is. This is what I have right now. 
public int compareTo (Object k) {
	
	User x = null; 
	
	if (k instanceof User) {
		 x= (User) k; 
	}
	if (userID==x.getID()) {
		return 0; 
	}
	else if (userID != x.getID()) {
		return -1; 
	}
	
	return 1; 
}
"
