"When writing Some x, is it better style to write it as Some x or Some (x) ? How about for trees, options, and other datatypes that have more than one of element?","We have operations like x:=y, !x, ref x, but are these shortcuts only for the 'a ref datatype? Or can I use them for any single mutable field data type?"
"Hi,

I'm getting an error for the code found in the attached image. The error I am getting is ""expression of type int but expressions was expected of type 'a list"". This is found in the test case that was given to us. What could be causing this error?

Screen_Shot_20181001_at_13.06.42.png","Hi,

I'm getting an error for the code found in the attached image. The error I am getting is ""expression of type int but expressions was expected of type 'a list"". This is found in the test case that was given to us. What could be causing this error?

Screen_Shot_20181001_at_13.06.42.png"
"After writing my function for cat_option, and not modifying the test case, red error lines appear saying ""this expression has type int but an expression was expected of type 'a option."" Why is this happening? I pasted the test case I'm referring to below. My code will not compile. 

let test () : bool =  cat_option [ Some 1; None; Some 2; Some 0; None; None] = [1;2;0];; run_test ""cat_option list contains Some and None options"" test
","I am getting this failure in LinkedQueue when I submit hw04. However, I have confused because enq was prewritten for us in linkedQueue.ml. Also, is this perhaps a test error since the test reads 1, instead of 1; ?

First failure: enq 1,2;3;4; contains 1 &amp;&amp; contains 2 &amp;&amp; contains 3 &amp;&amp; contains 4"
"Even though I have written the swap function, I keep getting an error in my test which says swap value is unbound. Does anyone know why this is happening? I have tried rebuilding the project but it has not helped but it goes away after I put a ; after a variable declaration but then I get an error on the ;","I implemented insert_head as I saw fit and it compiled without errors, but when I try to test it, it is saying the queue is not valid giving the error ""insert_head into singleton` reported `insert_head: given invalid deque"" To me this seems like an error with the tests, but this test was given to us so I am not sure what is going on. Any help is appreciated!"
"Hi, 

Some of my tests for delete_last are reporting 'out of memory' errors...I know the FAQ suggests that this may be because I am incorrectly checking for structural equality, but the instructions for this function explicitly say to use structural equality. ","I'm having trouble writing test cases for delete_last. My instinct was to create a new deque that has the same dqnodes connected in the same way as the deque I just deleted from, but I'm not sure how to set the two equal, because when I use structural equality, I get an Out of Memory error, since deques are cyclical. Any advice would be appreciated. Thank you!"
"I am trying to store a value in a variable so that I can use it later on in the function, something like this:

let x = r1.contents in r2.contents &lt;- r1.contents; x &lt;- r2.contents;

I get an error on the 3rd line that says x is not an instance variable. What does that mean?","let ref_incr (r : int ref) : int =
  !r
  ;; r := !r + 1
It says that the bug is in the 2nd line that r is not an instance variable. I was wondering what that meant! "
What should happen if delete_last or delete_first is given an empty deque?,"What should we do if the 'a chosen for delete_last is not in the deque or if the deque is empty? 
Should there be a failure or should nothing happen?"
"Are strings referentially equal to each other in OCaml?

For example, would ""hi"" == ""hi"" be true?

Thank you!","In linkedQueue can you use referential equality to determine if something is the head? For example, n == q.head?"
"I'm working on from_list for SimpleQueue...
when initially making a record component within a function as the item that you are returning, how do you make it mutable? I tried {mutable data = l} but Codio underlines mutable in red and says that it's a syntax error after unclosed {, expecting 'LIDENT' .Is this because it is already assumed that the one element for simple queue is always mutable?","After completing simpleQueue, I ran queueTest, but some functions not written by me has failed some of the tests provided. For instance, to_list failed the ""to_list non-empty"" test, all the deq tests have errors saying that ""deq called on empty queue,"" and all of the enq tests failed. How should I fix that? Is it all because enq is not implemented correctly? "
"Hi!

I submitted my HW #4 the first time and did not receive any compiler errors, but then decided to resubmit because I used append on to_list in deque. I did have a bug in my to_list function when I submitted it the second time which resulted in 3 failures, but I ended up getting a 4th failure on my deque - reverse function which I did not receive before.  I did not change anything in my reverse function from submission to submission and I checked over it again, so is it possible that this was a glitch? 

Thanks,Charitha ","Hello,

So I submitted right before the deadline and got a 0.4 out of 100 with not all my test working. Went back, edited my code and made sure all my tests worked and just resubmitted and i again got a 0.4 out of 100. My code compiles and everything but I do not want to resubmit without first making sure everythig is ok with all my files because i only have one more submission. I have lecture at 12 and then recitation at 2 so I can just ask for the professors help tomorow after class if that works please let me know as i will be unavailable after recitation and need to submit this!

"
"Does ""your job here is to finish writing tests for `truncate` and `delete`"" mean that we don't have to write tests for the other functions in the queue interface? 

What about writing tests for 'create' and 'valid'? I did not see any tests for those in queueTest.ml.","1. Will we be graded on tests outside of problems 4 and 7?
2. In problem 4, it says that our job is to finish writing test cases for truncate and delete. Does this mean that it is only necessary for us to add additional test cases to these two functions? Or are we expected to add on to the existing test cases for the other functions as well?"
Why are we using structural equality for delete but referential for other things like truncate?,"In writing the truncate function, do I have to use a higher order function like fold?"
"Hi, could you please take a look at my code and help me figure out why it's failing the simplest truncate test: 

let truncate (elt: 'a) (q: 'a queue) : unit =  if not (valid q) then failwith ""truncate: given invalid queue"";  let rec loop (e: 'a) (x: 'a qnode option) : unit =     begin match x with    | None -&gt; ()    | Some r -&gt; if e == r.v then r.next &lt;- None else loop e r.next     end in loop elt q.head","Hi! I'm having trouble figuring out why my code for truncate isn't passing my tests:
  let truncate (elt: 'a) (q: 'a queue) : unit =
    if not (valid q) then failwith ""truncate: given invalid queue"";
    if not (contains elt q) then failwith ""truncate: element not in queue"";
    let rec loop (opt : 'a qnode option) : unit = 
      begin match opt with
      | None -&gt; ()
      | Some x -&gt; if x.v == elt then  
                    (x.next &lt;- None;
                    q.tail &lt;- x.next)
                    else loop x.next 
      end
    in
    loop q.head
Am I forgetting to redirect something? Thanks!","
I wrote my truncate function and when I run it, the test fails before ever reaching truncate, with an error: ""truncate 4-elements reported 'to_list: given invalid queue'

Truncate Function:

let truncate (elt: 'a) (q: 'a queue) : unit = if not (valid q) then failwith ""truncate: given invalid queue""; let rec loop (no: 'a qnode option) : unit = begin match no with | None -&gt; () | Some n -&gt; if n.v == elt then n.next &lt;- None else loop n.next end in loop q.head

This is my test:

let test () : bool = let q = from_list [2; 3; 5; 7] in truncate 3 q; to_list q = [2; 3] ;; run_test ""truncate 4-elements"" test","
I wrote my truncate function and when I run it, the test fails before ever reaching truncate, with an error: ""truncate 4-elements reported 'to_list: given invalid queue'

Truncate Function:

let truncate (elt: 'a) (q: 'a queue) : unit = if not (valid q) then failwith ""truncate: given invalid queue""; let rec loop (no: 'a qnode option) : unit = begin match no with | None -&gt; () | Some n -&gt; if n.v == elt then n.next &lt;- None else loop n.next end in loop q.head

This is my test:

let test () : bool = let q = from_list [2; 3; 5; 7] in truncate 3 q; to_list q = [2; 3] ;; run_test ""truncate 4-elements"" test"
"  let truncate (elt: 'a) (q: 'a queue) : unit =
    if not (valid q) then failwith ""truncate: given invalid queue"";
    let rec loop (no: 'a qnode option) : unit =
      begin match no with
      | None -&gt; () 
      | Some n -&gt; 
        if n.v == elt then n.next &lt;- None; 
        q.tail &lt;- Some n;
        else loop n.next
      end
    in loop q.head
The if then else part of my pattern matching is returning an error.. it says that the begin is not closed. How would I fix this? ","  let truncate (elt: 'a) (q: 'a queue) : unit =
    if not (valid q) then failwith ""truncate: given invalid queue"";
    let rec loop (no: 'a qnode option) : unit =
      begin match no with
      | None -&gt; () 
      | Some n -&gt; 
        if n.v == elt then n.next &lt;- None; 
        q.tail &lt;- Some n;
        else loop n.next
      end
    in loop q.head
The if then else part of my pattern matching is returning an error.. it says that the begin is not closed. How would I fix this? "
"I posted this already as a followup post, but this should probably be a separate post--

For my truncate function, in the commands, should I not be doing 
| Some n -&gt; if n.v == elt then (n.next &lt;- None; q.tail &lt;- Some n)
since I'm setting q.tail to a new option?","In the delete / truncate functions of LinkedQueue, is it ok, when updating q.tail to set q.tail &lt;- Some n or is that bad because it is a new option? It passes the tests, but I was wondering if what I have written for code would be considered following the ""in place"" requirement..."
are we allowed to call a helper function/ insert an inner-function that uses recursion for the truncate function (in simpleQueue)?,Are we permitted to use a helper function with recursion to implement this?
Are we allowed to use helper functions in SimpleQueue because when I wrote one it says unbound value for that helper and I don't know why that is so,Are we allowed to use helper functions in SimpleQueue because when I wrote one it says unbound value for that helper and I don't know why that is so
